,Title,Year,Rated,Released,Primary_Genre,Genre,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,BoxOffice,Metascore,imdbRating,imdbVotes,Type,popularity,vote_average,vote_count,trakt_vote_average,trakt_vote_count,Actor1,Actor2,Actor3,RottenTomatoesRating,MetacriticRating,Oscar Wins,Oscar Nominations,BAFTA Wins,Primetime Emmy Wins,Overall Wins,Overall Nominations
4302,Timber Falls,2007,R,23 May 2008,Horror,"Horror, Thriller",100.0,Tony Giglio,"Dan Kay, Tony Giglio","Josh Randall, Brianna Brown, Nick Searcy","A weekend of camping in the mountains becomes an excursion into hell for a young couple, who become pawns in a grotesque plot hatched by deranged locals.",English,"United States, Romania",None,0.0,,5.2,6525,movie,19.889,5.144,146,5.78333,180.0,Josh Randall, Brianna Brown, Nick Searcy,43%,,0,0,0,0,0,0
4303,Godzilla: Final Wars,2004,PG-13,04 Dec 2004,Action,"Action, Adventure, Fantasy",125.0,"Ryûhei Kitamura, Kôji Hashimoto, Shûsuke Kaneko","Isao Kiriyama, Ryûhei Kitamura, Wataru Mimura","Masahiro Matsuoka, Rei Kikukawa, Don Frye","Godzilla's fiftieth Anniversary project, in which Godzilla travels around the world to fight his old foes and his allies plus a new, mysterious monster named Monster X.","Japanese, English, Cantonese","Japan, Australia, China, United States",3 nominations,0.0,,6.3,10014,movie,19.888,7.043,302,6.91579,380.0,Masahiro Matsuoka, Rei Kikukawa, Don Frye,50%,,0,0,0,0,0,0
4304,Begin Again,2013,R,11 Jul 2014,Comedy,"Comedy, Drama, Music",104.0,John Carney,John Carney,"Keira Knightley, Mark Ruffalo, Adam Levine","A chance encounter between a down-and-out music business executive, and a young singer songwriter new to Manhattan, turns into a promising collaboration between the two talents.",English,United States,Nominated for 1 Oscar. 5 wins & 18 nominations total,16170632.0,62.0,7.4,169643,movie,19.877,7.239,3756,7.56581,6640.0,Keira Knightley, Mark Ruffalo, Adam Levine,83%,62/100,0,0,0,0,0,0
4305,Act of Valor,2012,R,24 Feb 2012,Action,"Action, Adventure, Thriller",110.0,"Mike McCoy, Scott Waugh",Kurt Johnstad,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"English, Russian, Filipino, Spanish",United States,1 win & 7 nominations total,70012847.0,40.0,6.4,72551,movie,19.876,6.489,1132,6.99369,2853.0,Alex Veadov, Roselyn Sanchez, Nestor Serrano,28%,40/100,0,0,0,0,1,7
4306,Enter the Void,2009,NOT RATED,05 May 2010,Drama,"Drama, Fantasy",161.0,Gaspar Noé,"Gaspar Noé, Lucile Hadzihalilovic","Nathaniel Brown, Paz de la Huerta, Cyril Roy","An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection.","English, Japanese","France, Germany, Italy, Canada, Japan",4 wins & 8 nominations total,336467.0,69.0,7.2,90162,movie,19.876,7.333,1766,7.19652,2356.0,Nathaniel Brown, Paz de la Huerta, Cyril Roy,73%,69/100,0,0,0,0,4,8
4307,Deliverance,1972,R,18 Aug 1972,Adventure,"Adventure, Drama, Thriller",109.0,John Boorman,"James Dickey, John Boorman","Jon Voight, Burt Reynolds, Ned Beatty","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",English,United States,Nominated for 3 Oscars. 2 wins & 14 nominations total,0.0,80.0,7.6,122583,movie,19.871,7.309,1576,7.50475,2526.0,Jon Voight, Burt Reynolds, Ned Beatty,89%,80/100,0,0,0,0,0,0
4308,A Cinderella Story: If the Shoe Fits,2016,PG,21 Sep 2016,Family,"Family, Fantasy, Musical, Romance",92.0,Michelle Johnston,"Elena Song (screenplay), Leigh Dunlap (based on characters created by)","Sofia Carson, Jennifer Tilly, Thomas Law, Amy Louise Wilson",A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.,English,USA,None,0.0,,5.8,2891,movie,19.87,7.2,830,6.9246,504.0,Sofia Carson, Jennifer Tilly, Thomas Law,,,0,0,0,0,0,0
4309,Come Play,2020,PG-13,30 Oct 2020,Drama,"Drama, Horror, Mystery",96.0,Jacob Chase,Jacob Chase,"Azhy Robertson, Gillian Jacobs, John Gallagher Jr.",A monster named Larry manifests itself through smart phones and mobile devices. Feature film version of the 2017 short film.,English,"United States, India",1 nomination total,10475990.0,58.0,5.8,18961,movie,19.865,6.408,672,6.34083,1423.0,Azhy Robertson, Gillian Jacobs, John Gallagher Jr.,57%,58/100,0,0,0,0,0,0
4310,How Funny Can Sex Be?,1973,R,20 Dec 1973,Comedy,Comedy,97.0,Dino Risi,"Dino Risi, Ruggero Maccari","Giancarlo Giannini, Laura Antonelli, Paola Borboni","Exploring love, sex and marriage in contemporary mid-'70s Italy.",Italian,Italy,None,0.0,,6.1,765,movie,19.865,5.8,56,6.36111,36.0,Giancarlo Giannini, Laura Antonelli, Paola Borboni,,,0,0,0,0,0,0
4311,Woman in the Dunes,1964,NOT RATED,25 Oct 1964,Drama,"Drama, Thriller",147.0,Hiroshi Teshigahara,"Kôbô Abe, Eiko Yoshida","Eiji Okada, Kyôko Kishida, Kôji Mitsui",An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,Japanese,Japan,Nominated for 2 Oscars. 11 wins & 3 nominations total,0.0,,8.5,23433,movie,19.861,8.2,444,8.23005,426.0,Eiji Okada, Kyôko Kishida, Kôji Mitsui,100%,,0,0,0,0,0,0
4312,Finestkind,2023,R,15 Dec 2023,Crime,"Crime, Drama, Thriller",126.0,Brian Helgeland,Brian Helgeland,"Ben Foster, Toby Wallace, Jenna Ortega",A crew of fishermen tread dangerous waters when their debts start piling up.,English,United States,2 nominations total,0.0,44.0,6.1,10416,movie,19.857,6.988,251,6.71954,1034.0,Ben Foster, Toby Wallace, Jenna Ortega,29%,44/100,0,0,0,0,0,0
4313,Hell Hole,2024,PG-13,23 Aug 2024,Horror,Horror,92.0,"John Adams, Toby Poser","John Adams, Lulu Adams, Toby Poser","Toby Poser, John Adams, Maximum Portman","Hell Hole hails from the filmmaking family behind Hellbender and centers on an American-led fracking crew that uncovers a living French soldier frozen in time from a Napoleonic campaign, whose body hosts a parasitic monster.","English, Serbian, French, Slovenian",United States,None,0.0,,4.4,1030,movie,19.855,5.4,27,5.1037,135.0,Toby Poser, John Adams, Maximum Portman,84%,,0,0,0,0,0,0
4314,Conspiracy Theory,1997,R,08 Aug 1997,Action,"Action, Drama, Mystery",135.0,Richard Donner,Brian Helgeland,"Mel Gibson, Julia Roberts, Patrick Stewart","A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",English,United States,4 wins & 1 nomination total,75982834.0,50.0,6.7,109373,movie,19.855,6.6,1449,7.05872,2759.0,Mel Gibson, Julia Roberts, Patrick Stewart,57%,50/100,0,0,0,0,4,1
4315,The Final Conflict,1981,R,20 Mar 1981,Horror,Horror,108.0,Graham Baker,"Andrew Birkin, David Seltzer","Sam Neill, Rossano Brazzi, Don Gordon",The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.,English,"United Kingdom, United States",1 win total,20471382.0,34.0,5.5,24443,movie,19.853,5.8,567,6.01375,873.0,Sam Neill, Rossano Brazzi, Don Gordon,29%,34/100,0,0,0,0,0,0
4316,Windtalkers,2002,R,14 Jun 2002,Action,"Action, Drama, War",134.0,John Woo,"John Rice, Joe Batteer","Nicolas Cage, Adam Beach, Peter Stormare",Two U.S. Marines in World War II are assigned to protect the Navajo Marines who use their native language as an unbreakable radio cipher.,"English, Navajo, Japanese",United States,3 wins & 6 nominations,40914068.0,51.0,6.1,74699,movie,19.851,6.3,1262,6.47552,1777.0,Nicolas Cage, Adam Beach, Peter Stormare,32%,51/100,0,0,0,0,3,6
4317,Possession Street,2024,PG-13,31 Oct 2024,Horror,Horror,96.0,Jack Lai,"Joey O'Bryan, Kwan-Sin Shum","Philip Keung, Candy Wong, Wai Lun Yeung","When seven malevolent spirits are unleashed to possess the tenants of a dying mall, it falls to a jaded ex-stuntman, his headstrong daughter and a washed-up Daoist priest to stop the undead before they spread onto the streets beyond.",Cantonese,Unknown,None,0.0,,,0,movie,19.849,0.0,0,0.0,0.0,Philip Keung, Candy Wong, Wai Lun Yeung,,,0,0,0,0,0,0
4318,The Night Porter,1974,R,01 Oct 1974,Drama,Drama,118.0,Liliana Cavani,"Liliana Cavani, Italo Moscati, Barbara Alberti","Dirk Bogarde, Charlotte Rampling, Philippe Leroy","A concentration camp survivor rekindles her sadomasochistic relationship with an ex-SS officer working as a night porter at a Vienna hotel, but his former associates begin stalking them.","English, German, Latin","Italy, France",2 nominations total,633298.0,,6.6,15364,movie,19.849,6.8,331,6.37963,324.0,Dirk Bogarde, Charlotte Rampling, Philippe Leroy,67%,,0,0,0,0,0,0
4319,Constantine: City of Demons - The Movie,2018,R,04 Oct 2018,Animation,"Animation, Action, Fantasy",90.0,Doug Murphy,"J.M. DeMatteis, Steve Bissette, John Totleben","Matt Ryan, Laura Bailey, Robin Atkin Downes","A decade after a tragic mistake, Chas Chandler and occult investigator John Constantine set out to cure Chas's daughter, Trish, from a demonically induced coma.",English,United States,None,0.0,,7.3,9886,movie,19.844,7.7,585,7.29817,1147.0,Matt Ryan, Laura Bailey, Robin Atkin Downes,,,0,0,0,0,0,0
4320,Kramer vs. Kramer,1979,PG,19 Dec 1979,Drama,Drama,105.0,Robert Benton,"Avery Corman, Robert Benton, Meryl Streep","Dustin Hoffman, Meryl Streep, Jane Alexander","After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",English,United States,Won 5 Oscars. 41 wins & 26 nominations total,106260000.0,77.0,7.8,158022,movie,19.844,7.6,2208,7.59209,2503.0,Dustin Hoffman, Meryl Streep, Jane Alexander,90%,77/100,5,0,0,0,41,26
4321,DOA: Dead or Alive,2006,PG-13,15 Jun 2007,Action,"Action, Adventure, Mystery",87.0,Corey Yuen,"J.F. Lawton, Adam Gross, Seth Gross","Jaime Pressly, Devon Aoki, Sarah Carter","The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide.","English, German, Japanese","United Kingdom, Germany, Japan, Canada, United States, Australia",1 nomination,480813.0,38.0,4.8,46758,movie,19.844,5.221,825,5.57346,1477.0,Jaime Pressly, Devon Aoki, Sarah Carter,33%,38/100,0,0,0,0,0,0
4322,Alfie,2004,R,05 Nov 2004,Comedy,"Comedy, Drama, Romance",103.0,Charles Shyer,"Bill Naughton, Elaine Pope, Charles Shyer","Jude Law, Sienna Miller, Susan Sarandon",A cockney womanizer learns the hard way about the dangers of his actions.,English,"United Kingdom, United States",7 wins & 8 nominations,13399812.0,49.0,6.2,55314,movie,19.841,5.8,799,6.31237,986.0,Jude Law, Sienna Miller, Susan Sarandon,48%,49/100,0,0,0,0,7,8
4323,About a Boy,2002,PG-13,17 May 2002,Comedy,"Comedy, Drama, Romance",101.0,"Chris Weitz, Paul Weitz","Nick Hornby, Peter Hedges, Chris Weitz","Hugh Grant, Nicholas Hoult, Toni Collette","Will, who attends single parent meetings to woo women, meets Marcus, a troubled 12-year-old boy. As they become friends, Will learns to be responsible while he helps Marcus with his studies.",English,"United Kingdom, United States, France",Nominated for 1 Oscar. 11 wins & 30 nominations total,41385278.0,75.0,7.1,194267,movie,19.841,6.674,2189,7.10049,3642.0,Hugh Grant, Nicholas Hoult, Toni Collette,93%,75/100,0,0,0,0,0,0
4324,Ghost Mansion,2021,PG-13,30 Jun 2021,Horror,"Horror, Mystery, Thriller",106.0,Jo Ba-Reun,Jo Ba-Reun,"Kim Bo-ra, Lee Chang-hoon, Lee Dong-kyu","A reporter collects stories from a supposed ""haunted"" apartment complex and the tenants who have gone missing.",Korean,South Korea,None,0.0,,6.0,2554,movie,19.836,7.3,200,6.57927,164.0,Kim Bo-ra, Lee Chang-hoon, Lee Dong-kyu,,,0,0,0,0,0,0
4325,Splash,1984,PG,09 Mar 1984,Comedy,"Comedy, Fantasy, Romance",111.0,Ron Howard,"Brian Grazer, Bruce Jay Friedman, Lowell Ganz","Tom Hanks, Daryl Hannah, Eugene Levy",A young man is reunited with a mermaid he briefly encountered as a boy and falls in love with her without knowing her secret.,"English, Swedish",United States,Nominated for 1 Oscar. 2 wins & 10 nominations total,69821334.0,71.0,6.3,85017,movie,19.83,6.3,1343,6.62071,2009.0,Tom Hanks, Daryl Hannah, Eugene Levy,,71/100,0,0,0,0,0,0
4326,Risky Business,1983,R,05 Aug 1983,Comedy,"Comedy, Crime, Drama",99.0,Paul Brickman,Paul Brickman,"Tom Cruise, Rebecca De Mornay, Joe Pantoliano","A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.","English, German",United States,3 nominations total,63541777.0,75.0,6.8,102881,movie,19.817,6.6,1281,7.02458,2522.0,Tom Cruise, Rebecca De Mornay, Joe Pantoliano,93%,75/100,0,0,0,0,0,0
4327,Mohabbatein,2000,NOT RATED,27 Oct 2000,Drama,"Drama, Musical, Romance",216.0,Aditya Chopra,Aditya Chopra,"Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai Bachchan","A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.",Hindi,India,15 wins & 36 nominations total,1070000.0,,7.0,34628,movie,19.811,7.0,238,7.05319,470.0,Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai Bachchan,,,0,0,0,0,15,36
4328,Tommy Boy,1995,PG-13,31 Mar 1995,Adventure,"Adventure, Comedy",97.0,Peter Segal,"Bonnie Turner, Terry Turner","Chris Farley, David Spade, Brian Dennehy","After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",English,United States,1 win & 2 nominations total,32679899.0,46.0,7.1,99904,movie,19.811,6.8,944,7.37369,2585.0,Chris Farley, David Spade, Brian Dennehy,39%,46/100,0,0,0,0,1,2
4329,A Simple Plan,1998,R,22 Jan 1999,Crime,"Crime, Drama, Thriller",121.0,Sam Raimi,Scott B. Smith,"Bill Paxton, Billy Bob Thornton, Bridget Fonda","Two brothers and a friend, all blue-collar workers, come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the...",English,"United Kingdom, France, Germany, Japan, United States",Nominated for 2 Oscars. 16 wins & 24 nominations total,16316273.0,81.0,7.5,78135,movie,19.81,7.2,910,7.36632,1526.0,Bill Paxton, Billy Bob Thornton, Bridget Fonda,91%,81/100,0,0,0,0,0,0
4330,The War of the Worlds,1953,G,26 Aug 1953,Action,"Action, Sci-Fi, Thriller",85.0,Byron Haskin,"H.G. Wells, Barré Lyndon","Gene Barry, Ann Robinson, Les Tremayne","A small town in California is attacked by Martians, beginning a worldwide invasion.","English, Spanish, German, Italian, Hindi",United States,Won 1 Oscar. 5 wins & 2 nominations total,0.0,78.0,7.0,39583,movie,19.809,6.8,622,7.13056,1080.0,Gene Barry, Ann Robinson, Les Tremayne,,78/100,1,0,0,0,5,2
4331,Fire and Ice,1983,PG,26 Aug 1983,Animation,"Animation, Adventure, Fantasy",81.0,Ralph Bakshi,"Ralph Bakshi, Frank Frazetta, Roy Thomas","Randy Norton, Cynthia Leake, Steve Sandor","At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep.",English,United States,1 nomination,760883.0,45.0,6.5,13196,movie,19.8,6.701,293,6.58009,462.0,Randy Norton, Cynthia Leake, Steve Sandor,67%,45/100,0,0,0,0,0,0
4332,The Bling Ring,2013,R,21 Jun 2013,Biography,"Biography, Crime, Drama",90.0,Sofia Coppola,"Sofia Coppola, Nancy Jo Sales","Katie Chang, Israel Broussard, Emma Watson","Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",English,"United States, United Kingdom, France, Germany, Japan",4 wins & 7 nominations total,5845732.0,66.0,5.6,93589,movie,19.799,5.418,3005,5.77265,3444.0,Katie Chang, Israel Broussard, Emma Watson,60%,66/100,0,0,0,0,4,7
4333,The Forest,2016,PG-13,08 Jan 2016,Horror,"Horror, Mystery, Thriller",93.0,Jason Zada,"Ben Ketai, Sarah Cornwell, Nick Antosca","Natalie Dormer, Eoin Macken, Stephanie Vogt",A young woman's desperate search for her twin sister brings her to a ghost-filled stretch of wilderness known as the 'Suicide Forest.',"English, Japanese",United States,1 win & 1 nomination,26594261.0,34.0,4.8,46352,movie,19.79,5.2,1732,6.43478,23.0,Natalie Dormer, Eoin Macken, Stephanie Vogt,10%,34/100,0,0,0,0,1,1
4334,The Physician,2013,R,05 Dec 2014,Adventure,"Adventure, Drama, History",155.0,Philipp Stölzl,"Noah Gordon, Jan Berger, Philipp Stölzl","Tom Payne, Stellan Skarsgård, Olivier Martinez","In 11th-century Persia, a surgeon's apprentice disguises himself as a Jew to study at a school that does not admit Christians.","English, Arabic, Hebrew",Germany,5 nominations,0.0,,7.2,42658,movie,19.789,7.34,1061,7.41684,1900.0,Tom Payne, Stellan Skarsgård, Olivier Martinez,,,0,0,0,0,0,0
4335,Money Train,1995,R,22 Nov 1995,Action,"Action, Comedy, Crime",110.0,Joseph Ruben,"Doug Richardson, David Loughery","Wesley Snipes, Woody Harrelson, Jennifer Lopez","A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",English,United States,1 nomination total,35431113.0,,5.7,43893,movie,19.788,5.836,761,6.27736,1197.0,Wesley Snipes, Woody Harrelson, Jennifer Lopez,22%,,0,0,0,0,0,0
4336,"I, Tonya",2017,R,19 Jan 2018,Biography,"Biography, Comedy, Drama",119.0,Craig Gillespie,Steven Rogers,"Margot Robbie, Sebastian Stan, Allison Janney","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",English,"United States, United Kingdom, Qatar",Won 1 Oscar. 45 wins & 127 nominations total,30014539.0,77.0,7.5,249535,movie,19.779,7.488,5781,7.55949,11539.0,Margot Robbie, Sebastian Stan, Allison Janney,90%,77/100,1,0,0,0,45,127
4337,Adventures in Babysitting,1987,PG-13,03 Jul 1987,Adventure,"Adventure, Comedy, Crime",102.0,Chris Columbus,David Simkins,"Elisabeth Shue, Maia Brewton, Keith Coogan",A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,English,"United States, Canada",2 wins & 4 nominations,34368475.0,45.0,6.9,50631,movie,19.776,7.3,411,7.23023,1555.0,Elisabeth Shue, Maia Brewton, Keith Coogan,72%,45/100,0,0,0,0,2,4
